round,driver,lap,issued_s,label_s,control_selection_s,pair,new_compound,old_age,new_age,raw_step_s,control_step_s,relative_step_s,controls,control_n,placebo_relative_s,pretrend_corrected_s,control_mad_s,pre_traffic,post_traffic,pre_mean_s,post_mean_s,horizon,age,progress,race_laps,n_recent,spread,last_minus_median,median3_minus_last,median8_minus_last,slope,slope_h,kalman_minus_last,kalman_trend,kalman_h,last_delta,field_delta,soft,medium,hard,pace_scale,innovation,median5_minus_last,mean3_minus_last,mean8_minus_last,field_relative,field_spread,trend_change,history_span,position,track_temp_c,air_temp_c,track_temp_change_c,weather_missing,rainfall,humidity_pct,wind_speed_ms,traffic_close,traffic_near,traffic_gap_s,traffic_missing,traffic_change,thermal_age,traffic_age,field_laps_log,target_lap,segment,compound,current_s,stint_pace_loss,stint_relative_loss,anchor_age,anchor_span,anchor_traffic_change,anchor_traffic_missing,mean,existing_factorized,age_a16_seconds,age_a16_normalized,age_a64_seconds,age_a64_normalized,age_a256_seconds,age_a256_normalized,state_a16_seconds,state_a16_normalized,state_a64_seconds,state_a64_normalized,state_a256_seconds,state_a256_normalized,environment_a16_seconds,environment_a16_normalized,environment_a64_seconds,environment_a64_normalized,environment_a256_seconds,environment_a256_normalized,environment_a64_balanced,environment_a256_balanced
4,RUS,19,5514.22,6048.452,6048.452,MEDIUM>HARD,HARD,19,2,0.3900000000000005,0.3226666666666631,0.0673333333333374,"HAM,VER,COL,PIA,NOR",5,,,0.0346666666666664,0.4219856666666666,0.7155956666666666,93.97366666666666,93.58366666666666,1,19.0,0.3333333333333333,57,3,0.068000000000012,-0.1169999999999902,0.1169999999999902,0.1169999999999902,-0.0584999999999951,-0.0584999999999951,0.0833278306039773,-0.0137269252215769,-0.0137269252215769,-0.1850000000000022,0.0444999999999993,0,1,0,93.873,-0.1740574712643763,0.1169999999999902,0.1006666666666546,0.1006666666666546,-1.3095,1.3329999999999984,0.0447730747784181,2.0,5.0,38.7,27.9,0.1000000000000014,0,0,68.8,1.3,0.409574,1.0,1.133547,0,-0.106383,2.812000000000002,0.31127624,5.8664680569332965,20,8,MEDIUM,93.873,0.0,0.0,19.0,0.0,0.0,0,0.9383589743589794,0.6227423427047705,0.7923889083203786,0.8128793605305229,0.8146709619954903,0.8279264762209856,0.8807797558833605,0.8929694587280932,0.7452824598721612,0.7350372085815898,0.7720749269921288,0.7749310443189844,0.8567334281378545,0.8660840283371696,-0.134347570761571,-0.17369691846504895,0.38855450185206974,0.38394993756150697,0.7273056865456221,0.7361454045982372,0.5645332175888895,0.9272020621484742
4,BOT,20,5640.184,6144.901,6144.901,SOFT>MEDIUM,MEDIUM,14,2,0.4176666666666619,0.1556666666666615,0.2620000000000004,"LIN,PER,ALO,BOR,ALB",5,,,0.3776666666666557,0.2001063333333333,0.4936756666666667,97.175,96.75733333333334,1,14.0,0.3508771929824561,57,5,0.1359999999999956,1.137999999999991,-1.0019999999999951,-1.137999999999991,0.3494166666666641,0.3494166666666641,-0.5511939930543122,0.1846929491375418,0.1846929491375418,1.0019999999999951,0.0930000000000035,1,0,0,97.904,1.0498184229073075,-1.137999999999991,-0.7289999999999992,-1.0297999999999945,2.7989999999999924,1.2430000000000092,-0.1647237175291223,4.0,17.0,37.4,27.8,-1.0,0,0,67.8,1.2,0.357143,0.704082,1.31969,0,0.290133,1.3439999999999992,0.20000008,5.948034989180646,21,8,SOFT,97.904,0.0,0.0,13.0,1.0,0.0,0,0.9383589743589794,,,,,,,,,,,,,,,,,,,,,
4,LEC,20,5605.776,6144.901,6144.901,MEDIUM>HARD,HARD,20,2,0.1533333333333217,0.1000000000000085,0.0533333333333132,"VER,HAM,PIA,ANT,NOR",5,,,0.2113333333333429,0.060502,0.7971303333333334,93.64,93.48666666666666,1,20.0,0.3508771929824561,57,4,0.0764999999999958,-0.0014999999999929,0.0,0.0014999999999929,-0.3711666666666626,-0.3711666666666626,-0.0181156223839877,-0.0895104339759258,-0.0895104339759258,0.1499999999999914,-0.1510000000000033,0,1,0,93.689,0.0345790999002133,0.0014999999999929,-0.0490000000000065,0.4052499999999952,-1.180499999999995,1.1659999999999895,0.2816562326907368,3.0,3.0,37.4,27.8,-1.3000000000000045,0,0,67.8,1.2,0.058824,0.229947,3.999103,0,-0.005347,1.9199999999999988,0.0470591999999999,5.910796644040527,21,8,MEDIUM,93.689,0.0,0.0,19.5,0.5,0.0,0,0.9383589743589794,0.5646906977830757,0.8093369936777315,0.8303411532870937,0.8239186390807358,0.8364093107976105,0.8841658978938333,0.8948751316949143,0.8792229272410603,0.9456514181604468,0.842189799040331,0.8813956982105168,0.8822575474251664,0.902591950078945,0.9756437641058265,1.0690371884120242,0.8725147127619743,0.9335139890939637,0.878460784500818,0.9086339559855152,0.8017507447175058,0.9795955233266358
4,STR,20,5643.321,6144.901,6144.901,MEDIUM>SOFT,SOFT,20,5,0.6533333333333502,0.1556666666666615,0.4976666666666887,"LIN,PER,ALO,BOR,ALB",5,,,0.3776666666666557,0.0671096666666666,0.3346186666666666,96.80400000000002,96.15066666666668,1,20.0,0.3508771929824561,57,5,0.1710000000000064,0.0,0.0,0.0,0.0859999999999997,0.0859999999999997,-0.0276063961900376,0.0603130206976414,0.0603130206976414,-0.1710000000000064,0.0859999999999985,0,1,0,96.851,0.0525798605855243,0.0,-0.0469999999999828,-0.0995999999999952,1.7459999999999951,1.2430000000000092,-0.0256869793023582,4.0,18.0,37.4,27.8,-1.0,0,0,67.8,1.2,0.056995,0.367876,3.263742,0,-0.0148,1.9199999999999988,0.045596,5.950642552587727,21,8,MEDIUM,96.851,0.0,0.0,19.0,1.0,0.0,0,0.9383589743589794,0.4049783793495858,0.49441580012589226,0.4660430212395972,0.7301911688112884,0.7461231245568319,0.8653588072887357,0.8998754868782304,0.7312353266648397,0.6655345433740352,0.7896829250200519,0.780388329362242,0.875785883881752,0.901090128859329,0.5488716773379616,0.5423795329495859,0.7317503043266925,0.7521146727685188,0.8554135666739583,0.8904390899570105,0.9322893292053701,1.0863625860943207
4,ANT,25,6066.067,6633.448,6633.448,MEDIUM>HARD,HARD,25,2,0.4696666666666544,-0.1240000000000094,0.5936666666666639,"VER,COL,LEC,RUS,BOR",5,0.1453333333333404,0.4483333333333235,0.6546666666666425,0.1182796666666666,0.4498979999999999,92.95466666666664,92.485,1,25.0,0.4385964912280701,57,8,0.1569999999999964,0.073999999999998,-0.073999999999998,-0.0284999999999939,-0.0511249999999986,-0.0511249999999986,-0.1572638785296476,-0.0367610182386144,-0.0367610182386144,0.2659999999999911,0.2029999999999958,0,1,0,93.068,0.2706587168147507,-0.073999999999998,-0.1133333333333439,-0.0189999999999912,-1.7420000000000044,1.1304999999999978,0.0143639817613841,7.0,2.0,37.0,27.5,0.0,0,0,68.8,0.6,0.155914,0.543011,2.299924,0,0.0430109999999999,2.0,0.155914,6.126869184114185,26,8,MEDIUM,93.068,-0.2136666666666826,0.1510000000000009,20.0,5.0,0.0449276666666666,0,0.9383589743589794,0.8231255101567525,0.8982067421876007,0.924071293461161,0.8738426540828534,0.8849674620941308,0.9026812279435361,0.9087627690270897,0.6019352224355641,0.5343118263041806,0.7166330617299127,0.6902392993489671,0.8416593216869157,0.8365623941302134,0.3546783999877626,0.33449794970763397,0.6124540389360353,0.6058293488151647,0.8051645693642848,0.8064138204440897,0.8051917120354104,1.0262337045937795
4,BEA,25,6098.175,6633.448,6633.448,MEDIUM>HARD,HARD,25,2,1.6683333333333366,0.4106666666666712,1.2576666666666654,"OCO,BOR,ALO,STR,RUS",5,-0.5790000000000219,1.8366666666666875,0.1500000000000056,0.3112263333333333,0.4840423333333333,95.55033333333334,93.882,1,25.0,0.4385964912280701,57,8,0.0805000000000006,-0.0919999999999987,0.0919999999999987,0.0909999999999939,-0.012583333333333,-0.012583333333333,0.3404826839085046,0.0192680768605375,0.0192680768605375,-0.0919999999999987,0.2389999999999901,0,1,0,95.015,-0.5859871140526707,0.0919999999999987,0.535333333333341,0.2688749999999942,0.0095000000000027,1.116500000000002,0.0318514101938705,7.0,11.0,37.4,27.5,0.3999999999999986,0,0,68.7,1.7,0.2,0.752632,1.761029,0,0.0,2.3999999999999986,0.2,6.1463292576688975,26,8,MEDIUM,95.015,0.3926666666666705,0.7116666666666683,20.0,5.0,-0.407043,0,0.9383589743589794,0.7754872744672398,0.8982067421876007,0.9434030380819639,0.8738426540828534,0.9034811472350737,0.9026812279435361,0.9277742564480695,0.6469479093250114,0.5723275227382874,0.7066962963305543,0.684429691106166,0.8343229052737442,0.8432052179125257,0.12428271739455898,0.07567344561628639,0.5003016525926711,0.4873672043068275,0.7676712359520521,0.7791517744475368,0.7536503876368339,1.0133397471153258
4,ALB,26,6191.349,6742.227,6742.227,MEDIUM>HARD,HARD,26,2,1.4959999999999951,0.2503333333333444,1.2456666666666507,"BOR,STR,ALO,RUS,LEC",5,-0.1933333333333422,1.438999999999993,0.2250000000000085,0.287957,0.3636743333333334,95.328,93.832,1,26.0,0.4561403508771929,57,8,0.1199999999999974,-0.1329999999999955,0.1550000000000011,0.073999999999998,0.0140000000000007,0.0140000000000007,0.1949516743237893,0.0007956030975121,0.0007956030975121,-0.1550000000000011,0.0050000000000096,0,1,0,94.964,-0.3264663434971453,0.1329999999999955,0.3639999999999901,0.1548750000000041,-0.0370000000000061,1.036999999999992,-0.0132043969024886,7.0,10.0,37.5,27.6,0.1000000000000014,0,0,68.5,0.9,0.063158,0.394737,3.040145,0,-0.305263,2.6,0.06568432,6.182084906716632,27,8,MEDIUM,94.964,0.3046666666666624,0.3671666666666624,20.0,6.0,0.1600796666666666,0,0.9383589743589794,0.8262590361072798,0.9168040755350764,0.964082832240673,0.8845479467077539,0.914817758209905,0.9066923338249069,0.9316505541679152,0.9927081600342117,1.016202078605144,0.8729843499793543,0.8946650991736044,0.8925453007978342,0.915281623782787,0.09592331583891534,0.05884958002294015,0.52090207374779,0.5219576772810999,0.7801855624821189,0.7977947692694778,0.6904307868040266,0.9828980610408409
4,HAM,26,6175.193,6742.227,6742.227,MEDIUM>HARD,HARD,26,2,1.6596666666666522,0.0253333333333358,1.6343333333333163,"VER,LEC,BOR,RUS,ALO",5,-0.1530000000000058,1.787333333333322,0.2250000000000085,0.0969206666666666,0.0629756666666666,94.41033333333333,92.75066666666667,1,26.0,0.4561403508771929,57,8,0.0799999999999983,0.8169999999999931,-0.7939999999999969,-0.805499999999995,0.0176666666666657,0.0176666666666657,-0.5313108579954644,0.056650340521759,0.056650340521759,0.7939999999999969,-0.0919999999999987,0,1,0,94.984,0.8897338977557041,-0.8169999999999931,-0.5736666666666679,-0.7637500000000017,-0.0310000000000059,0.9440000000000026,0.0389836738550932,7.0,5.0,36.8,27.6,-0.6000000000000014,0,0,67.9,0.9,0.168421,0.342105,3.574256,0,0.1045909999999999,1.871999999999997,0.17515784,6.171700597410915,27,8,MEDIUM,94.984,0.264333333333326,0.4909999999999949,20.0,6.0,-0.2054826666666667,0,0.9383589743589794,1.3372025965822403,0.9168040755350764,0.964285873989597,0.8845479467077539,0.9150104244325177,0.9066923338249069,0.9318467654804479,1.4717108492730833,1.5333726674104406,1.1275069548684142,1.161564229476648,0.9849295577285175,1.0107526716270097,1.2803035452251228,1.371022577120402,1.0758860465478859,1.1336664432068406,0.968646850446754,1.0039350559409492,1.0437248262770618,1.1066010758664948
4,NOR,26,6156.959,6742.227,6742.227,MEDIUM>HARD,HARD,26,2,0.5896666666666732,0.0253333333333358,0.5643333333333374,"LEC,VER,RUS,BOR,ALO",5,0.1533333333333217,0.4110000000000156,0.2250000000000085,0.066059,0.543914,93.17866666666669,92.589,1,26.0,0.4561403508771929,57,8,0.0479999999999947,-0.034000000000006,0.034000000000006,0.0169999999999959,0.0197500000000012,0.0197500000000012,0.1038299041796051,0.0167989086996799,0.0167989086996799,-0.3250000000000028,0.0195000000000007,0,1,0,93.059,-0.173873701165931,0.034000000000006,0.1196666666666743,0.0365000000000037,-1.9490000000000125,0.9714999999999918,-0.0029510913003212,7.0,1.0,36.8,27.6,-0.2000000000000028,0,0,67.9,0.9,0.064171,0.128342,12.596092,0,0.005031,1.871999999999997,0.06673784,6.163314804034641,27,8,MEDIUM,93.059,0.1513333333333406,0.3803333333333303,20.0,6.0,-0.0038333333333333,0,0.9383589743589794,0.8128892798696337,0.9168040755350764,0.9447431056556672,0.8845479467077539,0.8964663005060396,0.9066923338249069,0.9129614266491725,0.9794860883930169,0.9848717211301181,0.869840578595162,0.8738388168188452,0.8901633142112658,0.8943751826118048,0.7935079019991719,0.824442722461725,0.8070869802246285,0.8264687646220329,0.8667291883682942,0.8769777545437225,0.8758575176914908,1.036606057402655
4,LIN,27,6303.374,6841.97,6841.97,MEDIUM>HARD,HARD,27,2,1.7773333333333312,-0.0330000000000012,1.8103333333333325,"STR,ALO,VER,LEC,RUS",5,0.0616666666666674,1.748666666666665,0.1853333333333324,0.06251,0.1222276666666666,95.981,94.20366666666666,1,27.0,0.4736842105263157,57,8,0.0894999999999939,0.1789999999999878,-0.0319999999999964,-0.0874999999999914,-0.0302500000000005,-0.0302500000000005,-0.1729194691074127,-0.034530301607862,-0.034530301607862,0.2349999999999994,-0.1869999999999976,0,1,0,96.07,0.283202952700492,-0.1789999999999878,-0.0889999999999986,-0.0801249999999953,0.8179999999999978,1.0100000000000051,-0.0042803016078614,7.0,13.0,37.3,27.7,-0.2000000000000028,0,0,67.4,2.4,0.067708,0.125,6.676921,0,0.004881,2.483999999999997,0.07312464,6.22455842927536,28,9,MEDIUM,96.07,-0.4519999999999982,-0.5243333333333359,20.0,7.0,-0.40624,0,0.9383589743589794,1.0408914303923227,0.93567512224274,0.9970587905337831,0.8954883872075369,0.9376895238517706,0.9108034413702979,0.9470346651902303,1.392153627232572,1.5095973568042167,1.0726988677290819,1.1412489891647701,0.9642855645321043,1.0094063050044828,1.141568499893385,1.2545334814474784,0.9919776908285252,1.0699699941423986,0.9340459086713981,0.9845195849596323,0.9248684380032083,1.0471188518959529
