round,driver,lap,issued_s,label_s,control_selection_s,pair,new_compound,old_age,new_age,raw_step_s,control_step_s,relative_step_s,controls,control_n,placebo_relative_s,pretrend_corrected_s,control_mad_s,pre_traffic,post_traffic,pre_mean_s,post_mean_s,horizon,age,progress,race_laps,n_recent,spread,last_minus_median,median3_minus_last,median8_minus_last,slope,slope_h,kalman_minus_last,kalman_trend,kalman_h,last_delta,field_delta,soft,medium,hard,pace_scale,innovation,median5_minus_last,mean3_minus_last,mean8_minus_last,field_relative,field_spread,trend_change,history_span,position,track_temp_c,air_temp_c,track_temp_change_c,weather_missing,rainfall,humidity_pct,wind_speed_ms,traffic_close,traffic_near,traffic_gap_s,traffic_missing,traffic_change,thermal_age,traffic_age,field_laps_log,target_lap,segment,compound,current_s,stint_pace_loss,stint_relative_loss,anchor_age,anchor_span,anchor_traffic_change,anchor_traffic_missing,mean,existing_factorized,age_a16_seconds,age_a16_normalized,age_a64_seconds,age_a64_normalized,age_a256_seconds,age_a256_normalized,state_a16_seconds,state_a16_normalized,state_a64_seconds,state_a64_normalized,state_a256_seconds,state_a256_normalized,environment_a16_seconds,environment_a16_normalized,environment_a64_seconds,environment_a64_normalized,environment_a256_seconds,environment_a256_normalized,environment_a64_balanced,environment_a256_balanced
4,RUS,19,5514.22,6048.452,6048.452,MEDIUM>HARD,HARD,19,2,0.3900000000000005,0.3226666666666631,0.0673333333333374,"HAM,VER,COL,PIA,NOR",5,,,0.0346666666666664,0.4219856666666666,0.7155956666666666,93.97366666666666,93.58366666666666,1,19.0,0.3333333333333333,57,3,0.068000000000012,-0.1169999999999902,0.1169999999999902,0.1169999999999902,-0.0584999999999951,-0.0584999999999951,0.0833278306039773,-0.0137269252215769,-0.0137269252215769,-0.1850000000000022,0.0444999999999993,0,1,0,93.873,-0.1740574712643763,0.1169999999999902,0.1006666666666546,0.1006666666666546,-1.3095,1.3329999999999984,0.0447730747784181,2.0,5.0,38.7,27.9,0.1000000000000014,0,0,68.8,1.3,0.409574,1.0,1.133547,0,-0.106383,2.812000000000002,0.31127624,5.8664680569332965,20,8,MEDIUM,93.873,0.0,0.0,19.0,0.0,0.0,0,1.016153846153848,0.7344241514375723,0.8447849586185724,0.8553892017988645,0.8747817776934709,0.8808475938400107,0.9511642761748438,0.9584490413647189,0.8938504813036866,0.8757275543947717,0.871253864828167,0.8672323567489618,0.9382040017529496,0.942498037641892,0.03522585261858868,-0.010706877672094417,0.496590129500205,0.48595487367812823,0.8105928650259366,0.8147376933202962,0.7253081593216648,1.0664101527574825
4,BOT,20,5640.184,6144.901,6144.901,SOFT>MEDIUM,MEDIUM,14,2,0.4176666666666619,0.1556666666666615,0.2620000000000004,"LIN,PER,ALO,BOR,ALB",5,,,0.3776666666666557,0.2001063333333333,0.4936756666666667,97.175,96.75733333333334,1,14.0,0.3508771929824561,57,5,0.1359999999999956,1.137999999999991,-1.0019999999999951,-1.137999999999991,0.3494166666666641,0.3494166666666641,-0.5511939930543122,0.1846929491375418,0.1846929491375418,1.0019999999999951,0.0930000000000035,1,0,0,97.904,1.0498184229073075,-1.137999999999991,-0.7289999999999992,-1.0297999999999945,2.7989999999999924,1.2430000000000092,-0.1647237175291223,4.0,17.0,37.4,27.8,-1.0,0,0,67.8,1.2,0.357143,0.704082,1.31969,0,0.290133,1.3439999999999992,0.20000008,5.948034989180646,21,8,SOFT,97.904,0.0,0.0,13.0,1.0,0.0,0,1.016153846153848,,,,,,,,,,,,,,,,,,,,,
4,LEC,20,5605.776,6144.901,6144.901,MEDIUM>HARD,HARD,20,2,0.1533333333333217,0.1000000000000085,0.0533333333333132,"VER,HAM,PIA,ANT,NOR",5,,,0.2113333333333429,0.060502,0.7971303333333334,93.64,93.48666666666666,1,20.0,0.3508771929824561,57,4,0.0764999999999958,-0.0014999999999929,0.0,0.0014999999999929,-0.3711666666666626,-0.3711666666666626,-0.0181156223839877,-0.0895104339759258,-0.0895104339759258,0.1499999999999914,-0.1510000000000033,0,1,0,93.689,0.0345790999002133,0.0014999999999929,-0.0490000000000065,0.4052499999999952,-1.180499999999995,1.1659999999999895,0.2816562326907368,3.0,3.0,37.4,27.8,-1.3000000000000045,0,0,67.8,1.2,0.058824,0.229947,3.999103,0,-0.005347,1.9199999999999988,0.0470591999999999,5.910796644040527,21,8,MEDIUM,93.689,0.0,0.0,19.5,0.5,0.0,0,1.016153846153848,0.659789098979489,0.8606841764883096,0.8715068928306331,0.8836779871801068,0.8887431783071608,0.9544401786011708,0.9600671983447375,0.9382300143231166,0.9926834056085191,0.9063823509964654,0.9369533084371147,0.9538678665151012,0.9685621582743376,0.7907112480637032,0.85533424093322,0.8298900194539789,0.8755104223012683,0.9153042252692234,0.9378433014255153,0.8742130981036222,1.0947537204018596
4,STR,20,5643.321,6144.901,6144.901,MEDIUM>SOFT,SOFT,20,5,0.6533333333333502,0.1556666666666615,0.4976666666666887,"LIN,PER,ALO,BOR,ALB",5,,,0.3776666666666557,0.0671096666666666,0.3346186666666666,96.80400000000002,96.15066666666668,1,20.0,0.3508771929824561,57,5,0.1710000000000064,0.0,0.0,0.0,0.0859999999999997,0.0859999999999997,-0.0276063961900376,0.0603130206976414,0.0603130206976414,-0.1710000000000064,0.0859999999999985,0,1,0,96.851,0.0525798605855243,0.0,-0.0469999999999828,-0.0995999999999952,1.7459999999999951,1.2430000000000092,-0.0256869793023582,4.0,18.0,37.4,27.8,-1.0,0,0,67.8,1.2,0.056995,0.367876,3.263742,0,-0.0148,1.9199999999999988,0.045596,5.950642552587727,21,8,MEDIUM,96.851,0.0,0.0,19.0,1.0,0.0,0,1.016153846153848,0.5066491479789853,0.517476148833468,0.488190457626637,0.7843659698303187,0.7991007014847178,0.9355731691388662,0.9688627210965817,0.7960005309131823,0.7271980637656915,0.8701395042762312,0.8597020298965363,0.9543004083696633,0.9783991112512047,0.36358199944876624,0.32984648272716544,0.7117056325041098,0.7215485901357264,0.9047478881766093,0.9359431704658451,0.9836368421974315,1.1954041674965852
4,ANT,25,6066.067,6633.448,6633.448,MEDIUM>HARD,HARD,25,2,0.4696666666666544,-0.1240000000000094,0.5936666666666639,"VER,COL,LEC,RUS,BOR",5,0.1453333333333404,0.4483333333333235,0.6546666666666425,0.1182796666666666,0.4498979999999999,92.95466666666664,92.485,1,25.0,0.4385964912280701,57,8,0.1569999999999964,0.073999999999998,-0.073999999999998,-0.0284999999999939,-0.0511249999999986,-0.0511249999999986,-0.1572638785296476,-0.0367610182386144,-0.0367610182386144,0.2659999999999911,0.2029999999999958,0,1,0,93.068,0.2706587168147507,-0.073999999999998,-0.1133333333333439,-0.0189999999999912,-1.7420000000000044,1.1304999999999978,0.0143639817613841,7.0,2.0,37.0,27.5,0.0,0,0,68.8,0.6,0.155914,0.543011,2.299924,0,0.0430109999999999,2.0,0.155914,6.126869184114185,26,8,MEDIUM,93.068,-0.2136666666666826,0.1510000000000009,20.0,5.0,0.0449276666666666,0,1.016153846153848,0.9140307592735858,0.9455173177875715,0.9599462997175915,0.9323387434683825,0.9350621686218025,0.9725705934464667,0.9729041991883565,0.8056314341383785,0.7310781970219868,0.8453133725690191,0.8125125869245765,0.9327220347292878,0.9223417245776859,0.5197251241135491,0.4924658165827285,0.724827020943454,0.7116104604543935,0.8912639756435536,0.8871997034172968,0.9527712549805742,1.1620092477239319
4,BEA,25,6098.175,6633.448,6633.448,MEDIUM>HARD,HARD,25,2,1.6683333333333366,0.4106666666666712,1.2576666666666654,"OCO,BOR,ALO,STR,RUS",5,-0.5790000000000219,1.8366666666666875,0.1500000000000056,0.3112263333333333,0.4840423333333333,95.55033333333334,93.882,1,25.0,0.4385964912280701,57,8,0.0805000000000006,-0.0919999999999987,0.0919999999999987,0.0909999999999939,-0.012583333333333,-0.012583333333333,0.3404826839085046,0.0192680768605375,0.0192680768605375,-0.0919999999999987,0.2389999999999901,0,1,0,95.015,-0.5859871140526707,0.0919999999999987,0.535333333333341,0.2688749999999942,0.0095000000000027,1.116500000000002,0.0318514101938705,7.0,11.0,37.4,27.5,0.3999999999999986,0,0,68.7,1.7,0.2,0.752632,1.761029,0,0.0,2.3999999999999986,0.2,6.1463292576688975,26,8,MEDIUM,95.015,0.3926666666666705,0.7116666666666683,20.0,5.0,-0.407043,0,1.016153846153848,0.8956986392353036,0.9455173177875715,0.9800285561918916,0.9323387434683825,0.9546238444105446,0.9725705934464667,0.9932575373477639,0.9546001589444282,0.884777992810625,0.8720296488899669,0.8489467895700642,0.9357772829455756,0.9421027152457021,0.45154030446778604,0.4113900078914317,0.6807398419771472,0.6688038628949002,0.8749437365270313,0.8845274016145194,0.9397072838098994,1.159451859238152
4,ALB,26,6191.349,6742.227,6742.227,MEDIUM>HARD,HARD,26,2,1.4959999999999951,0.2503333333333444,1.2456666666666507,"BOR,STR,ALO,RUS,LEC",5,-0.1933333333333422,1.438999999999993,0.2250000000000085,0.287957,0.3636743333333334,95.328,93.832,1,26.0,0.4561403508771929,57,8,0.1199999999999974,-0.1329999999999955,0.1550000000000011,0.073999999999998,0.0140000000000007,0.0140000000000007,0.1949516743237893,0.0007956030975121,0.0007956030975121,-0.1550000000000011,0.0050000000000096,0,1,0,94.964,-0.3264663434971453,0.1329999999999955,0.3639999999999901,0.1548750000000041,-0.0370000000000061,1.036999999999992,-0.0132043969024886,7.0,10.0,37.5,27.6,0.1000000000000014,0,0,68.5,0.9,0.063158,0.394737,3.040145,0,-0.305263,2.6,0.06568432,6.182084906716632,27,8,MEDIUM,94.964,0.3046666666666624,0.3671666666666624,20.0,6.0,0.1600796666666666,0,1.016153846153848,0.954666675632464,0.9635266704221047,0.9998944062636858,0.9428818266025437,0.9656414277862158,0.9765352146986938,0.9970044624150614,1.1642970008476765,1.1838039594611836,0.9803233713051192,0.997002164333845,0.9766718083828748,0.9955125791165734,0.2953569180250326,0.2534622406867017,0.6575534449057703,0.6547594383662246,0.8749419160055301,0.8892500925491417,0.8691007869851679,1.1288944716182159
4,HAM,26,6175.193,6742.227,6742.227,MEDIUM>HARD,HARD,26,2,1.6596666666666522,0.0253333333333358,1.6343333333333163,"VER,LEC,BOR,RUS,ALO",5,-0.1530000000000058,1.787333333333322,0.2250000000000085,0.0969206666666666,0.0629756666666666,94.41033333333333,92.75066666666667,1,26.0,0.4561403508771929,57,8,0.0799999999999983,0.8169999999999931,-0.7939999999999969,-0.805499999999995,0.0176666666666657,0.0176666666666657,-0.5313108579954644,0.056650340521759,0.056650340521759,0.7939999999999969,-0.0919999999999987,0,1,0,94.984,0.8897338977557041,-0.8169999999999931,-0.5736666666666679,-0.7637500000000017,-0.0310000000000059,0.9440000000000026,0.0389836738550932,7.0,5.0,36.8,27.6,-0.6000000000000014,0,0,67.9,0.9,0.168421,0.342105,3.574256,0,0.1045909999999999,1.871999999999997,0.17515784,6.171700597410915,27,8,MEDIUM,94.984,0.264333333333326,0.4909999999999949,20.0,6.0,-0.2054826666666667,0,1.016153846153848,1.3117918146508614,0.9635266704221047,1.0001049901494241,0.9428818266025437,0.9658447977849071,0.9765352146986938,0.997214437660926,1.409956685142625,1.450019264786275,1.1403043300599165,1.1612834325900623,1.040365296379919,1.0596632976595726,1.098409847021443,1.1595612645902484,1.0263219564985961,1.0672484716383608,1.002574459319858,1.0300680726389528,1.1046772502512157,1.21998197864285
4,NOR,26,6156.959,6742.227,6742.227,MEDIUM>HARD,HARD,26,2,0.5896666666666732,0.0253333333333358,0.5643333333333374,"LEC,VER,RUS,BOR,ALO",5,0.1533333333333217,0.4110000000000156,0.2250000000000085,0.066059,0.543914,93.17866666666669,92.589,1,26.0,0.4561403508771929,57,8,0.0479999999999947,-0.034000000000006,0.034000000000006,0.0169999999999959,0.0197500000000012,0.0197500000000012,0.1038299041796051,0.0167989086996799,0.0167989086996799,-0.3250000000000028,0.0195000000000007,0,1,0,93.059,-0.173873701165931,0.034000000000006,0.1196666666666743,0.0365000000000037,-1.9490000000000125,0.9714999999999918,-0.0029510913003212,7.0,1.0,36.8,27.6,-0.2000000000000028,0,0,67.9,0.9,0.064171,0.128342,12.596092,0,0.005031,1.871999999999997,0.06673784,6.163314804034641,27,8,MEDIUM,93.059,0.1513333333333406,0.3803333333333303,20.0,6.0,-0.0038333333333333,0,1.016153846153848,0.9223079731782237,0.9635266704221047,0.9798362911470907,0.9428818266025437,0.9462704354108656,0.9765352146986938,0.9770043202464427,1.1039704170608748,1.0985816200997216,0.9603147235572881,0.955627815827346,0.9691550673998321,0.9672828355374203,0.8653656506450477,0.8829869210771414,0.8752747683042322,0.8849745252463624,0.9381810824522434,0.9420641942379212,1.0048307798628138,1.167883192982732
4,LIN,27,6303.374,6841.97,6841.97,MEDIUM>HARD,HARD,27,2,1.7773333333333312,-0.0330000000000012,1.8103333333333325,"STR,ALO,VER,LEC,RUS",5,0.0616666666666674,1.748666666666665,0.1853333333333324,0.06251,0.1222276666666666,95.981,94.20366666666666,1,27.0,0.4736842105263157,57,8,0.0894999999999939,0.1789999999999878,-0.0319999999999964,-0.0874999999999914,-0.0302500000000005,-0.0302500000000005,-0.1729194691074127,-0.034530301607862,-0.034530301607862,0.2349999999999994,-0.1869999999999976,0,1,0,96.07,0.283202952700492,-0.1789999999999878,-0.0889999999999986,-0.0801249999999953,0.8179999999999978,1.0100000000000051,-0.0042803016078614,7.0,13.0,37.3,27.7,-0.2000000000000028,0,0,67.4,2.4,0.067708,0.125,6.676921,0,0.004881,2.483999999999997,0.07312464,6.22455842927536,28,9,MEDIUM,96.07,-0.4519999999999982,-0.5243333333333359,20.0,7.0,-0.40624,0,1.016153846153848,1.1330532607627797,0.9818761557688969,1.032554004191366,0.9536876806432607,0.9888391864552497,0.9806091722598144,1.0130642400740932,1.4048209391708837,1.5073673912011516,1.1158758413321652,1.174944451083613,1.0294315420375126,1.0698375073791995,1.1339179799600927,1.2291936195589446,1.019504931094198,1.0866498492960754,0.9919354784681524,1.0371786393301028,1.0410280090978503,1.1759155590345316
